TweetText,SentBy,SenderLocation,SendDate
RT RAD Did y all ever buy cabbage instead of lettuce on accident when your mom sent you to the store or was it jus my dumb ass,juniorbanuelos,,12/10/20 1:24
Lettuce,JayTrainzz,"Las Vegas, NV",12/10/20 1:24
And as they were thus deliberating what to do Gargantua put them with the lettuce into a platter of the house,cdashiell,"Tucson, Arizona",12/10/20 1:24
m Difference is I won t be talking about lettuce,warmthfeelings,,12/10/20 1:24
She is the lettuce lady just used a video of her in a segment Hee lair ee ous,THMathews,Small town in NE Texas,12/10/20 1:24
This is so funny,SKZ_lettuce,South Korea,12/10/20 1:24
RT RAYtedR In this restaurant a hamburger deluxe come with french fries lettuce tomato mayo AND AIDS,jamiefrickengib,"Kelowna, BC",12/10/20 1:23
I get a chicken BLT but without the lettuce and tomatoes and I add ranch and chipotle s,tylajade_14,,12/10/20 1:23
RT RAYtedR In this restaurant a hamburger deluxe come with french fries lettuce tomato mayo AND AIDS,SimoneAlexa,Chicago,12/10/20 1:23
Im in Texas Only works on my phone desk top was denied,all_lettuce,United States,12/10/20 1:23
RT RAYtedR In this restaurant a hamburger deluxe come with french fries lettuce tomato mayo AND AIDS,mslauryntrill,she/her/hers,12/10/20 1:23
McChicken with no Mayo extra lettuce 4pc nuggets with extra sweet and sour sauce Large fries Large diet Dr Pepper,mryflwrs,"dallas, texas",12/10/20 1:22
A movie about Yoda gt gt gt,lettuce__pray,"Las Cruces, NM",12/10/20 1:22
RT RAYtedR In this restaurant a hamburger deluxe come with french fries lettuce tomato mayo AND AIDS https,hsb_epa,"London, England",12/10/20 1:22
RT RAYtedR In this restaurant a hamburger deluxe come with french fries lettuce tomato mayo AND AIDS,___d0minique,DTX,12/10/20 1:22
These Ppl In Subway Was Just Only Getting Lettuce On Their Sandwich,Ayannaray__,,12/10/20 1:22
RT I made a crouton salad for lunch There was lettuce but the croutons far outweighed the lettuce,iGreenGod,IG @iGreenGod,12/10/20 1:22
And what to fix for supper I intentionally bought lettuce for tacos but I do not wanna coooook haha,CHRISTIE__,KS...,12/10/20 1:21
Just holding for lyfe for the new system no rush,all_lettuce,United States,12/10/20 1:21
In this restaurant a hamburger deluxe come with french fries lettuce tomato mayo AND AIDS,_RAYtedR,337 ✈️ 215,12/10/20 1:21
RT Insane for lettuce Thanks,jaynedobloski,"Hamilton, Ontario",12/10/20 1:20
lovers i love you more babyyy,xltyc,they/them | minor ,12/10/20 1:20
Is she going to be handing out lettuce again,CryptoNinjaco,,12/10/20 1:20
mishra21 Lettuce pray because it s not gonna end pretty for him,Blau_Ozean,Virginia,12/10/20 1:20
The Foid Basics near my house is charging 3 for a head of iceberg lettuce,DrBoeing,planet earth,12/10/20 1:20
Did y all ever buy cabbage instead of lettuce on accident when your mom sent you to the store or was it jus my dumb ass,The__RAD,,12/10/20 1:20
lettuce I m in NY It won t let me sign up on,MarilynKnapp10,,12/10/20 1:19
RT TaYdollasign What happens in the dark comes to light lettuce pray,__TaYdollasign,minding mines,12/10/20 1:19
not me having an emotional breakdown because the lettuce in my salad is wilted and I haven t eaten all day and I m,HekateChthonia,a beach town in nj,12/10/20 1:19
My mom thought I was eating my tacos with a lettuce wrap,minibrendag,"Iowa, USA",12/10/20 1:19
TaYdollasign What happens in the dark comes to light lettuce pray,Itsjustete_,,12/10/20 1:19
graceyang No it s YOU guys who have problems how can you take the pure and comfortable concept of hash and twist,gretanisswandt,minneapolis,12/10/20 1:19
i love how i did not finish the word under HELP,grave_lettuce,"Cedar Rapids, IA",12/10/20 1:18
stop putting chips in ur food and just say lettuce scares u,hrtszn,Canada,12/10/20 1:18
RT Do NOT let shops take your temperature by scanning your forehead it actually erases your memory I went to the Asda f,harrisonboulton,MANCHESTER,12/10/20 1:18
RT Do NOT let shops take your temperature by scanning your forehead it actually erases your memory I went to the Asda f,jpcalvert_,Liverpool,12/10/20 1:18
RT i think there are no bad dates with mingyu it ll always be the best and amazing dates,___Lettuce_,,12/10/20 1:17
it s so scuffed i have not had time to make a good one lmfao,grave_lettuce,"Cedar Rapids, IA",12/10/20 1:17
Toasted bun dill pickles cheddar cheese BIG tomato slices bacon because duh and CRUNCHY lettuce,BiggieNalls,"Seattle, WA",12/10/20 1:17
RT Sonoran Burger Brisket Patty Crispy Onion Strings Guacamole Diced Hatch Chili Shredded Lettuce Sliced Tomato Pepper,twobigboysblog,"Las Vegas, NV",12/10/20 1:17
i love you sm,lettuce_lovers,your ass ~ they/it/xe,12/10/20 1:17
use veggies like peppers cucumbers lettuce carrots and use blue dragon rice paper 60 cals for two wr,guccicalstae,|minor|154cm|ugw34kg|,12/10/20 1:16
lovers that s ok babe interacting with people is super hard to do and i have trouble showing my emotion,xltyc,they/them | minor ,12/10/20 1:16
Is this the lady with the lettuce,Ap_pleBlossom,"Bowling Green, OH",12/10/20 1:16
Meat cheese lettuce tomato and covid,TCalloww,Cape Cod,12/10/20 1:15
RT Insane for lettuce Thanks,scrubbedbit,,12/10/20 1:15
Because I can t have lettuce either lol,DrummerDad1064,"Oklahoma City, OK",12/10/20 1:15
Lettuce pray that I receive 2 3 of my Kai albums Friday instead of Monday,reaIwiId,Canada,12/10/20 1:14
Great job on the meth Chief Let me hold a bundle of the devil s lettuce tho,ohMalvo,TX,12/10/20 1:14
ok fine here it is Did you hear person ran out of toilet paper last week They had to resort to using lettuce A,OhColeman,"Portland, OR",12/10/20 1:14
Please don t be hungover I m excited for lunch tomorrow Who s gonna give me my lettuce,annahauschild2,"Iowa, USA",12/10/20 1:14
Bowl with White rice chicken salsa cheese fajita veggies and lettuce,MileyNYCyrus,"Long Island, NY",12/10/20 1:12
shout out to the people who rt my posts 3,lettuce_lovers,your ass ~ they/it/xe,12/10/20 1:12
lettuce Romaine not as sexy as a Bentley but tastier,IronSharky,"the Bay Area, CA",12/10/20 1:11
throw back to when my art was good,art_lettuce,"Maryland, USA",12/10/20 1:11
Do you need any dressing for your word salad or you a plain lettuce individual,eventoghosts,,12/10/20 1:11
I decided not to count veggie cals cuz it s just lettuce and pickles and stuff but GOD,hyunjinspo,stolen algonquin land,12/10/20 1:11
Lettuce take a moment to appreciate that nothing beets a good vegetable pun Corny I know Peas don t tell me tomato is a fruit because I,vegatablebot,happily dead with Vega,12/10/20 1:10
Is this the same psycho that was going to hand out lettuce,daisychain0606,"Richland, WA",12/10/20 1:09
the lettuce lady,Meeshell_11,🇵🇷 ocean/space coast 🚀🇺🇸,12/10/20 1:08
RT Served on a white tortilla shell with lettuce tomato and onion Choice of cheese me,MilkNutrition,,12/10/20 1:08
Beep Beep Lettuce,BeepBeepLettuxe,,12/10/20 1:08
Wild Lettuce also Known as Opium Lettuce For good reason While it doesn t contain any opiates it h,goalsachieve1,Alkaline Herbs for Health 👉,12/10/20 1:07
Romaine lettuce is disgusting I will die screaming it from the mountain tops,_ynnekenny,"Philadelphia, PA",12/10/20 1:06
No way the crisp chicken fresh lettuce flour tortilla video is 8 yers old wtf,krisaakris,,12/10/20 1:06
Mcchicken no lettuce French fries and a sweet tea,kywallendorff,"Fort Walton Beach, FL",12/10/20 1:06
Harvesting Hydroponic Lettuce Making Achieve it yourself Salad Grow Your Absorb Meals at Dwelling,Goodbye_Grid,"Dublin City, Ireland",12/10/20 1:05
Hi there Lettuce help you with this Please send us a DM with the name email address and phone nu,Instacart,,12/10/20 1:05
Throw lettuce at her,CryptoNinjaco,,12/10/20 1:05
Imma bbq some pork chops tomorrow and make a pot of chicken and rice on Friday Lettuce wraps on Saturday Yeah my fatass smh,_true_finesse,,12/10/20 1:04
RT Mustang I wanted to say thank you so very much to for working with me once again on a fun piece Enjoy a pair of modern A,BreadedSinner,"New Jersey, USA",12/10/20 1:04
RT PARK SLOPE SALMON SANDWICH Salmon lettuce tomatoes onions and chipotle sauce BlackOwned,astoldbyMIKA,NYC,12/10/20 1:03
Whoa that s a whole lotta lettuce,_he_le,IG: Thelleyfades,12/10/20 1:02
it s that fancy Roman lettuce,Archies__Army,Colonel Talbot Settlement-UC,12/10/20 1:02
Shrimp with lettuce taco shells fresh pico de gallo and avocado healthylifestyle,G3NN3X,"Arizona, USA",12/10/20 1:02
Cake for breakfast cinnamon roll for lunch then creme br l e for dinner and washed it down with half a bottle of,lextheeflexx,,12/10/20 1:01
Crazy day Tried door dash for the first time amp A amp W because of the keto friendly lettuce wrapped burgers Delivery,elainebirchall,,12/10/20 1:01
we only bought it to play the burger king foot lettuce trap remix,MiscMann,,12/10/20 1:00
I will never understand why those chick fil a sandwiches are so popular No cheese No tomatoes No lettuce Disgusting,BlondieBrand,,12/10/20 0:59
i want a chicken sandwich with just cheese and lettuce with fries with no salt and a lemonade thanks,waydastann,,12/10/20 0:59
gourds of mosquito ointment man take me by the hand Pretty sure it says lettuce,fdreamersmemes,,12/10/20 0:58
ARockstar Being a vegetarian you could have delivered Broccoli Lettuce and Tomato instead of a Burger Lettuce,kat_conspiracy,,12/10/20 0:57
P F Chang s Dayton Ohio Ate lettuce wraps bbq ribs and chocolate wall cake Food Poisoning,iwaspoisoned_,,12/10/20 0:57
RT Lettuce tomato pickles spinach At some point if you put too many veggies in your sandwich is there a risk it becomes,SexytotheNorth,🇨🇦,12/10/20 0:57
GOODNIGJT LETTUCE YOULL DO GREAT ILY,strxwberryjin,"SHE!HER | 이 순간에 all stop 온 몸이 다 반응을 해 빠르게, shawdy give me (whip-whiplash) shawdy give me (whip-whiplash) ah 달콤한 너의, 말보단, 솔직한 게 필요해;  ",12/10/20 0:57
She has to be smoking the devils lettuce,angela_vp90,United States,12/10/20 0:56
ppl who debate veganism are so dumb like wyd debunk someone on their choice to eat lettuce all day go debate peta or something,molingsoup,SOFTBLOCK | she/her,12/10/20 0:56
RT Instead of sticking my head in a bowl of lettuce I ate celery tonight improvement,madeleinerileyy,,12/10/20 0:56
i ve never had one little lettuce of bad romaine vlogmas day 8 2020,annabri805,,12/10/20 0:56
with or without foot lettuce,impeecock,,12/10/20 0:55
It s a BLT without tomato and lettuce,HaydenD_Joy,,12/10/20 0:54
I m just about to take some Wild Lettuce supplements usually does the trick,ClaraWSparkles,"London, England",12/10/20 0:54
Electric Lettuce in my cup is the best on the planet,RyanJRudd,"Auburn, CA",12/10/20 0:54
Bagged lettuce,tabor38,somewhere n Washington,12/10/20 0:54
Instead of sticking my head in a bowl of lettuce I ate celery tonight improvement,Shannon83777199,,12/10/20 0:54
RT Stockpiling for Brexit is all well and good but it doesn t get us the fresh foods we need for the life we expect in th,C_mydas,"London, UK",12/10/20 0:53
RT Do NOT let shops take your temperature by scanning your forehead it actually erases your memory I went to the Asda f,PaulSco82908016,Yorkshire. ,12/10/20 0:52
pissing in a bottle while in discord vc showering in socks drinking 2 entire bottles of expired apple cider buil,N3K0_H4CK3R,shitposting,12/10/20 0:51
Black bean burger w bacon tamato lettuce cheese on 2 bread heels for dinner tonight,calememes,"Pavilion 1, British Columbia",12/10/20 0:50
Why is lettuce so expensive,shantellepicco,Newfoundland,12/10/20 0:50
RT Insane for lettuce Thanks,Alex57275773,,12/10/20 0:49
RT Mustang I wanted to say thank you so very much to for working with me once again on a fun piece Enjoy a pair of modern A,holygreensaints,,12/10/20 0:49
We traveled from CA to Boston with our young children years ago before Mexican cooking was widespread,andreatruthy,"Los Angeles, CA",12/10/20 0:49
oh yeah ham cheese and lettuce he chuckled as he then took out the bread and began to make a sandwich sighin,magitenebris,ss. mv. ooc: 22.,12/10/20 0:48
Spinach gt Lettuce Ain t no nutritional value in lettuce,MagrKey,DMV / PGH,12/10/20 0:48
Ah I don t think I ve had a not freshly made one I love it when the lettuce is still col,zxq9_notits,Japan,12/10/20 0:48
RT burger king foot lettuce,trestamn,,12/10/20 0:48
lovers WANNA FREAKING BET,xltyc,they/them | minor ,12/10/20 0:48
lettuce is the only one who consistently likes my tweets thats a pleasant feeling,J_D_Wilkinson,,12/10/20 0:47
NO WAY NOT POSSIBLE,lettuce_lovers,your ass ~ they/it/xe,12/10/20 0:46
Oh Lettie Lettuce You re so adorable,rowdyreidgirl,"Upper Hutt, New Zealand",12/10/20 0:46
not me learning farming techniques from an anime,lettuce_lovers,your ass ~ they/it/xe,12/10/20 0:45
Oh christ is that the passing out lettuce lady Let s go back to drunk sex tape voter fraud chick,kellyoleksak,"coventry, ny",12/10/20 0:45
I can literally eat raw carrots lettuce and cabbage like shet am i a rabbit,less_lie06,,12/10/20 0:45
info probably,LamDojo,"Birmingham, England",12/10/20 0:45
RT Mediterranean Lettuce Wraps,CODE40974302,,12/10/20 0:45
me afraid of eating raw meat because of disease me eats romaine lettuce and chocolate chip cookie dough ice cream,rslashrats,vengabus,12/10/20 0:45
Husband cant forget burger king foot lettuce himself Chills,idkscuti,,12/10/20 0:45
info your cousin,mistyphie,PMD Red Playthroughs: 4,12/10/20 0:44
ka rl and q uacktiy stream not at 11pm please i haven t even gotten to watch last nights vod p l ease,grave_lettuce,"Cedar Rapids, IA",12/10/20 0:44
info i m green,LamDojo,"Birmingham, England",12/10/20 0:44
Y all lettuce slaps hard as shit,goruwchnaturiol,Ьаруя,12/10/20 0:44
Lettuce Prey,Amazing_Jas,Philly ,12/10/20 0:43
ATTN Sage advice Or should I say LETTUCE advice T T,E_Megas,"Long Beach, CA",12/10/20 0:43
Burgers tonight Cheeseburger without cheese and lots of tomato and lettuce and onions My favorite par,NotKaren_68,,12/10/20 0:42
RT grocery store cashier is refusing to let me buy just hamburger buns saying that is not a full meal trying to explain i alre,Jackson75700219,,12/10/20 0:42
plz lettuce,bintiqb,آزاد کشمیر 🇵🇰,12/10/20 0:42
Try Bose I have the sport earbuds and they re great,sea_lettuce_,"West Coast, USA ",12/10/20 0:41
Try Tex mex seasoned grilled chicken romaine lettuce red onions tomatoes black grilled menu,foodpages,Canada,12/10/20 0:40
I want a salad but they re running out of lettuce but that s better than nothing Chick fil A in Duluth GA,babytata,"Atlanta, GA",12/10/20 0:39
Is that the lettuce lady,NotoriousDJF,Ꮎ•sᴅ•ᴄᴀ,12/10/20 0:39
RT Do NOT let shops take your temperature by scanning your forehead it actually erases your memory I went to the Asda f,Brian_Robinson4,"Scotland, United Kingdom",12/10/20 0:39
Sometimes you just want a sandwich A classic ELT egg lettuce tomato plus cheese onions mustard mayo an,CeliacExplorer,"Ottawa, Ontario",12/10/20 0:39
v Lettuce not get dogged,ItsCoolGrey,,12/10/20 0:38
Did you know romaine lettuce is 95 6 water Drink some water,drlnkwxter,,12/10/20 0:38
RT Is being healthy fun Would you want a bowl of lettuce or bomb ass soul food exactly So would you want to be in a,DaddyKhun_,,12/10/20 0:37
