TweetText,SentBy,SenderLocation,SendDate
"RT @SEALTeamCBS: Fruit salad looks good on you, Ray. Here's your sneak peek at tomorrow's NEW #SEALTeam: https://t.co/vMzzwgCPJO",prcowboys,"Missouri, USA",12/8/20 22:48
@CraigAr64 @wrigme51 You nailed it...I wonder if @amyklobuchar can read. She knows the election was a scam. Anyone… https://t.co/WuXdUWVNlh,Four_T_Five,Nunya,12/8/20 22:48
"RT @misspickledplum: A quick and easy (just 15 minutes!!!), #spicy and nutty cold Asian noodle salad your whole family will love! 🌶🍜😋
#f52g…",mugikikaku,Tokyo,12/8/20 22:48
@shutupmikeginn Make salad dressing?,wormwoodscrub,"Wormtown, USA",12/8/20 22:48
"Winter Salad with Chicken, Root Veggies &amp; Champagne Vinaigrette https://t.co/Dzc8EvJ3Sm on @bloglovin",TastyYummies,SoCal / LBC ,12/8/20 22:48
shaking my ass and eating bean salad,carrieiguess,Athens,12/8/20 22:48
Salmon Salad n pita bread with wine tonight💕,playboybunnyki,,12/8/20 22:47
Green olives in salad hit different,babayyybexx23,,12/8/20 22:47
"RT @Living_Lou: Greek watermelon feta salad is a refreshing summer salad with a lime vinaigrette and fresh mint. 

RECIPE: https://t.co/cOV…",mugikikaku,Tokyo,12/8/20 22:47
#smartphone #aksesorisgadget 60 Seconds Salad Cutter Bowl https://t.co/QaXDWNdMQs,gadgets_around,,12/8/20 22:47
@rararizputin in short?,rusian_salad,"Islamabad, Pakistan",12/8/20 22:47
"RT @Living_Lou: Make a TERRIFIC pasta salad!

Sun dried tomatoes, artichokes + olives make this so good. Check out the recipe here &gt;&gt;https:…",mugikikaku,Tokyo,12/8/20 22:47
In the mood for a chopped salad of raw vegetables!! 😋😋😋,bomb_chelle2,United States,12/8/20 22:47
@jrmoorman this isnt salad,pivotanalytics,🇺🇸,12/8/20 22:47
"RT @gigi_spicy: This salad is so nutritious it made ever cell of my body happy! It has steamed beets, steamed carrots, basmati rice, albaco…",mugikikaku,Tokyo,12/8/20 22:47
Still Bored? You can make a potato salad,danky_mc,Somewhere in a datacenter,12/8/20 22:47
Y'all. That egg salad I made today..... https://t.co/ieiwczz2tV,imacarmeladdict,Okie Girl 💙,12/8/20 22:47
@Popehat The Super Supreme Court and Pizza Hut Salad Bar.,AmateurAngry,History,12/8/20 22:47
"RT @gigi_spicy: Shredded beets and carrots over a bed of spinach and butter lettuce, topped off with cucumber, feta cheese and grilled Dijo…",mugikikaku,Tokyo,12/8/20 22:47
"@deeefurn @MattWalshMedia That’s a good shout, like the fact that salad is being used widely, also decent salad on the bloke tweeting too",jbeever3,,12/8/20 22:47
"Lidl's on the turn veg boxes are amazing. For £1 you can get about 3kg of various veg and fruit. For example, I saw… https://t.co/9e9neb5Ink",LouisaUpcycler,"Pontypridd, Wales",12/8/20 22:47
"RT @nibs274: Is Chick-Fil-A's Cobb Salad any good?! 

Find out more here &gt;&gt; 

https://t.co/PxTF28gl8f via @fastfoodprices

#food #fastfoodn…",nibs274,"Dorset, UK",12/8/20 22:47
"@timpez123 It was Tesco’s finest roast chicken slices, sandwiched between two slices of multi seed load, drizzled w… https://t.co/mbPHOH3g5s",Tommo24122,"Scotland, United Kingdom",12/8/20 22:47
"@HylianJayYT @KatoftheKrew @bitch__salad Or you, me, Vulpix and Kat.",quigley_drew,,12/8/20 22:46
buckhorn got da best Caesar salad I done tasted so far 🔥,nuski_1400,"West Oakland,CA 🏁",12/8/20 22:46
@GarrettPetersen @WomenPostingLs Women’s bodies and sexuality are like salad. I am very intelligent and women aren’… https://t.co/Qr4mhyKpig,JenniferCanRead,west MI,12/8/20 22:46
"cw // food
-
-
-
i dont normally eat salad but i ordered one and its chicken tortellini and im kinda excited to eat… https://t.co/lnDtmNejnO",ONLYTW0GHOSTS,,12/8/20 22:46
@AnnieAgar @TreyNKennedy @Allstate @KirkHerbstreit @katieaustin How about a BIG Ten zoom call for the OSU / Michiga… https://t.co/hfONZroHBt,tgn103,,12/8/20 22:46
@JohnMTalmadgeMD Another trump word salad.,realSharonGreen,,12/8/20 22:46
"I know one’s just a sandwich and the other is a wholeass salad, but it still makes me uncomfortable, especially con… https://t.co/gHOGdXJeP0",SBMTGDev,,12/8/20 22:46
TIL a Panera Cobb salad and a Big Mac have basically the same nutritional value https://t.co/RAD8WCJyUq,SBMTGDev,,12/8/20 22:46
RT @sak_shoes: Spicy garlic chicken wing chopped salad 👌😍 https://t.co/Ym8x0DlCYn,mugikikaku,Tokyo,12/8/20 22:46
"RT @Living_Lou: Salads are a favourites and homemade salad dressings come together so easily too!

Check out these favourite salad dressing…",mugikikaku,Tokyo,12/8/20 22:46
Eating my moms potato salad for dinner &lt;3,chilljennyy,coolin,12/8/20 22:46
right in front of daddy long legs salad https://t.co/hFP9ouqke5,jik00ks,@goldencloset.film,12/8/20 22:46
tabbouleh or as i like to call it acid salad,utenthy,"Baltimore, MD",12/8/20 22:46
I’m just tryna eat my salad and my dog is watching me thinking ima give him some hahaha,_helensiita,"Fontana, CA",12/8/20 22:46
RT @icedoutomnitrix: salad b good asf when its more than just leaves n dressing u gotta spice it up,evangelistakier,,12/8/20 22:45
RT @jeonboops: on today’s episode of vmin being vmin right in front of joon’s salad JSKSJSKS https://t.co/ot9VpFecmV,Jeonkookiee16,Magic Shop💜,12/8/20 22:45
🌵 Salad Fingers... https://t.co/sOWkfmlQgM,valijainterna,España,12/8/20 22:45
@shawdeeiipee @CautionMyTweet I ain’t talkin to nobody nice who put raisins in they potato salad I woulda cussed my… https://t.co/IIzK5MIouZ,_Quarri,"CLT, NC",12/8/20 22:45
@daydreamalot @EllBee59 @ndrew_lawrence That’s why I stick w salad and soup...no pasta,Damars1,Washington (the other one),12/8/20 22:45
"@amyklobuchar Seriously? I know Joe doesn't eat salad with a comb, but I doubt 81 million Americans voted for him.",bapruger77,New Hampshire,12/8/20 22:45
Dinner: Pan Grilled Salmon Taco Salad &amp; A Sparkling Pear Margarita. https://t.co/C7ED17GpXK,GlowGuru_,"Stamford, CT",12/8/20 22:45
@Gamer83Chris I only have salad lol,TurdFurgesonn,Velen- No Mans Land,12/8/20 22:45
RT @kanamewjpeg: If the doctor removed your appendix without reason that’s considered malpractice u can tell ur doctor to go home and eat h…,moonlxsh,s/h | ☀️🌻,12/8/20 22:45
"RT @mishyloan: @YaThinkN @PatsKarvelas spoke to a rep from the meat industry. She asked about Morrison's response to China, he served word…",denniallen,Socialist Republic Victoria ,12/8/20 22:45
"@StephenKing That's a really, really low bar.",thac0_salad,"Left. No, your *other* left.",12/8/20 22:45
@VDZEMedia I only ever have salad....,TurdFurgesonn,Velen- No Mans Land,12/8/20 22:45
"Surf or Turf Night!
Friday Dec 11th
Steak or Shrimp Dinner, choice of Potato and Salad $18.95 +tax
Get both for $24… https://t.co/z1uJq8uBrg",BPOE72,"Franklin, Tennessee",12/8/20 22:45
"Today is Wing Day All Day!!! Don’t forget Lunch Specials This Weeks Lunch Specials $8.49
Week of Monday Dec. 7th-11… https://t.co/JHe8wlomIl",SharkysCafe,3960 Rt 30 Latrobe Pa 15650  ,12/8/20 22:45
RT @normative: I’m dwelling on this because *they submitted this to a court*.  It’s not like this is a real analysis that’s flawed in some…,CPANJGamble,"Chicago, IL",12/8/20 22:45
"I want to order a salad with: extra croutons / hold the lettuce, cheese, tomato, cucumber, and onion / light dressi… https://t.co/SukIioi92h",dakota_frech,University of Tennessee,12/8/20 22:45
@YorksCreamery @ValeMowbrayPies Either in a salad with coleslaw or a pork pie sandwich ! Yum! @jamesb_mo,melashbur,,12/8/20 22:45
"@quigley_drew You, me, @KatoftheKrew and @bitch__salad in the same house spells trouble for the neighbors.",HylianJayYT,Hyrule,12/8/20 22:45
"RT @premierhop: New collab with Boxcar and Beak just in. 📦 &amp; Online
—
@boxcarbrwco x @thebeakbrewery /Lost In Colour / DIPA / 8.5% / 
—
Cit…",CraftBeerLeeds,"Leeds, England",12/8/20 22:45
"RT @thatfrood: I had a dream where there was a food called “King’s Hand”, a hollow hand made of m&amp;m cookie, filled with Greek salad.
I coul…",Annie_Wu_22,"California, USA",12/8/20 22:44
@blairsocci Drinking the remaining salad dressing in the bowl. And I guess using that much to begin with.,murphymacdo,"Needham, MA",12/8/20 22:44
"Wanna something special? Let's cook: elf 's weird  Tomato Salad. 
 How: 
 1. Stir in the fairy's toe and lizard's f… https://t.co/2srUsfer90",bot_Spooky_,,12/8/20 22:44
Didn't know I'd be in a cozy Christmas winter cabin with a fire &amp; live Celtic music playing all afternoon.  Homemad… https://t.co/UVwFLmNRtN,bevhuman,,12/8/20 22:44
@RickyRo90553610 Roasted chicken and chef’s salad.,GunnyJ,"Jacksonville, FL",12/8/20 22:44
RT @normative: I’m dwelling on this because *they submitted this to a court*.  It’s not like this is a real analysis that’s flawed in some…,alexey_r,Moscow,12/8/20 22:44
@4EverTrilla Nawl but fr ..why were there raisins in the potatoe salad 👀🤣,ShaylaSlater1,OuterSpace,12/8/20 22:44
my friends stay coming for my salad eating ass but idgaf!!!!! i’m getting a salad!!,tolanixo,ri,12/8/20 22:44
RT @camdiggidy: When I want my girl to toss my salad https://t.co/PLhL72Fnfu,Rold3k,D(Murrland)V ,12/8/20 22:44
@CautionMyTweet @shawdeeiipee She put raisins in the potato salad she deserved that slander lmao,_Quarri,"CLT, NC",12/8/20 22:43
Gym and salad,tyleroday,"East Village, Manhattan",12/8/20 22:43
"RT @thatfrood: I had a dream where there was a food called “King’s Hand”, a hollow hand made of m&amp;m cookie, filled with Greek salad.
I coul…",lilmissshuffle,,12/8/20 22:43
RT @shiraisinspired: ADHD? You mean ‘forgot I had to pee’ disorder? You mean ‘where is the other sock’ disorder? You mean ‘can’t decide bet…,brookie_stan,blm || acab ,12/8/20 22:43
@Holy__Trinity Jerk chicken salad. See his vision.,Affresco_,,12/8/20 22:43
@thetakeout A salad.,RadarJules,,12/8/20 22:43
"Also the elf on the shelf is ""creeping her out like a vampire creeps her out""....... so she's leaving a offerings o… https://t.co/bju5NZnSB9",SARAHREYNO1,,12/8/20 22:43
just ate a lil salad as a snack - i am the picture of health and fitness,meganelfranklin,"Nashville, TN",12/8/20 22:43
@Burnt_Green_Tea She's buying that cheap salad. It's looking great so far!,JaxArtDump,,12/8/20 22:43
"I want taco salad, wings, Buffalo chicken dip and fruit trays and meat and cheese trays for my birthday party",ShereevsShyna,"Milwaukee, WI",12/8/20 22:43
@TheEpicDept He only gets the analogy if it’s about salad https://t.co/7MCcUtNjQN,nicegirlmeg,vancouver,12/8/20 22:43
"Crisp iceberg lettuce is the foundation for our classic Wedge Salad, offering the perfect contrast to the decadent… https://t.co/RBd6gj2vBL",DanielsPrime,"Seattle, WA and Bellevue, WA",12/8/20 22:43
"@EgosShadow7 Salad, sandwiches, scrambled eggs, omelette, boiled eggs, rice, pan fried vegetables, cereals",AndreeaShiro,,12/8/20 22:43
"RT @DemGourmetCom: Some cooks, friends of mine, asked me to prepare a classic Greek dish. 
Although my culinary style is mostly West Europe…",olibakf,Great Catalonia,12/8/20 22:43
When you don’t get your salad dressing with your salad @olivegarden to go order then is it really a salad. A remind… https://t.co/a5F6VAMZs7,josaccapadi,,12/8/20 22:42
RT @MarkEndres7: @Kica333 She will have the salad.,knight_rene,"Jeffersonville, IN ",12/8/20 22:42
@Stanimal032 A good vinaigrette or olive oil goes real well on a spinach salad. Throw in some chicken and whatever… https://t.co/YbhWcBqLMk,CoachBossWins,"Fredonia, KS",12/8/20 22:42
@daydreamalot @EllBee59 @ndrew_lawrence I can’t knock Olive Garden....soup/salad/breadsticks is legit,Damars1,Washington (the other one),12/8/20 22:42
"@DutchessKpop well, I have a brain, not a salad bowl. (I hope...)",hekatesgal,Oz,12/8/20 22:42
@WhiskyQueen89 I gave up life's hard enough without eating salad and poached chicken 🤣,JohnJohnboy721,,12/8/20 22:42
"For tonight’s dinner I made T-bone steak, baked macaroni, greens, corn on the cob,Potato salad, Dinner rolls and de… https://t.co/lLlvKFJ1M3",babycarolina312,,12/8/20 22:42
"RT @thatfrood: I had a dream where there was a food called “King’s Hand”, a hollow hand made of m&amp;m cookie, filled with Greek salad.
I coul…",HannahPodres,she/her ,12/8/20 22:42
@TurdFurgesonn Whoever said salad needs a long look in the mirror 😂,VDZEMedia,Scotland,12/8/20 22:41
Went to zaxbys and ordered a cobb salad and I got a soggy grilled cheese how’s your day going,chelseyshaeee,,12/8/20 22:41
"RT @MakeAWish: That was FUN! Thanks for joining our #CookingUpWishes livestream! Special thx to @GordonRamsay, @markiplier, @seanseaevans o…",MakeAWishRGV,"McAllen, TX",12/8/20 22:41
@Chicken__Queen Salad is yummy https://t.co/Otp8y5bxF2,Wolf1661,Indianapolis,12/8/20 22:41
"So a BBL cost in the uae is around 45,000 AED???!!!!!! I prefer going to the gym and have my salad diet 😭",khkbrown,,12/8/20 22:41
I want to leave work but I feel guilty but also I have been here two hours longer than everyone else currently work… https://t.co/Gtvwl5zNjg,dream_salad,,12/8/20 22:41
I need a chef salad baddd,CynOnlyOneCyn,,12/8/20 22:41
RT @trumpetbum42: @UpNorthCBC tomatoes and cucumbers in fruit salad.  You won’t get invited back,UpNorthCBC,Northern Ontario,12/8/20 22:41
"@iAmDatBoi666 Also if you haven't tried it, cotija is a great multi use cheese. It doesn't go bad quickly and it is… https://t.co/ud42j91Pm2",waygono,,12/8/20 22:41
@Shannon91981 Right?!! I’m making taco salad.,cardboardteach,"Virginia, USA",12/8/20 22:41
"@idiot_salad @animangafan342 @Tactical_review #magaisdead  #magaiscanceled #diefortrump 
is now treason.  Trying a… https://t.co/nvryteNJlO",nupresofusa,,12/8/20 22:41
"I miss salad bars.
There, I said it.
I miss them.",NatalieisBlue,"Virginia, USA",12/8/20 22:40
just admit you haven’t heard Electric Salad and go🙄 https://t.co/eVhpMeRjQE,OwlexanderH,He/Him,12/8/20 22:40
@iamJxWoods @blueapron Delivery pizza from Jet Pizza and a greek salad.,Emilinalala,North Carolina,12/8/20 22:40
@GDeLaurentiis Fried chicken salad tonight. Easy and fast on a Monday when we are all dragging!,LisaAtTheCape,"Cape Canaveral, FL",12/8/20 22:40
"So my secret ingredient in my macaroni salad is ranch dressing. 

Just a little for flavor. 

Shorty got thirds. 😊",JusDahl,"Steeler Nation, USA",12/8/20 22:40
Just ate an entire taco salad before I realized I forgot to add the actual taco chips 😭😭😭 Deprived!!!,deidrejowen,"Tampa, FL",12/8/20 22:40
A salad option: “please don’t stop balsamic”,wonderbreadfuck,,12/8/20 22:40
i want a really good salad,lailajaneb,,12/8/20 22:40
"@ARIOSOPHY Nah, word salad is disorganized. A book is word charcuterie.",merpalerpagus,,12/8/20 22:40
"@PerplexedPeon @Pati3ntZ3r00 Nice word salad. Especially when you said I personally have a ""financial incentive????… https://t.co/4gbz5pEivF",rhythm_in_PA,Central Pennsylvania ,12/8/20 22:40
RT @badlosee: I was the 13th person to ever watch salad fingers,ava_adore_x,sheff- she/her ,12/8/20 22:40
"@Patrickwestpalm @amyklobuchar She eats salad with a comb.

Hate to find out what she wipes her ass with.",scottjroberts33,,12/8/20 22:40
"@wishfulexpat Mmmm chocolate. Chocolate comes from plants, which means it's practically a salad.",knitonepurrtoo,Texas,12/8/20 22:40
@angiethinksFFS Does 'red' onion count?  Always looked purple to me.  Tuna salad with red onion celery and pickles yum!,Ogirl77,"Oregon, USA",12/8/20 22:40
RT @timberl81149364: Knowledge is knowing that tomato is a fruit . Wisdom is knowing not to put it in a fruit salad .…,SolTrinidad64,"San Pedro, Calabarzon",12/8/20 22:40
@SpeakerPelosi @senatemajldr Curious if @senatemajldr would concur with your statement? We can't believe you Nancy… https://t.co/bS88E2WRUw,Notyourmother17,,12/8/20 22:40
@UpNorthCBC tomatoes and cucumbers in fruit salad.  You won’t get invited back,trumpetbum42,"Blind River, ON, Canada",12/8/20 22:39
There isn’t going to be any raisins in the potato salad at the Biden Administration potlucks. https://t.co/mC2omcM95M,AyanaMonique,United States,12/8/20 22:39
"@ionakent123cool @campbellclaret Word salad.

You really have no idea what you're talking about, Iain.  Go get some… https://t.co/NyBzoof9NC",lord_glenmore,"Tufton Street, London",12/8/20 22:39
RT @trumpetbum42: @UpNorthCBC if it has seeds.  It is a fruit.   But don’t put tomatoes in fruit salad,UpNorthCBC,Northern Ontario,12/8/20 22:39
I was the 13th person to ever watch salad fingers,badlosee,,12/8/20 22:39
"Raw Beet &amp; Herb Crunch Salad 
New takeout special for tonight #covidpivot #beets #localherbs #realmencook #vegan… https://t.co/1wFLnYFBt8",chefracer32,Northern Virginia,12/8/20 22:39
"@Jimmyspolitics @mschlapp That would imply we were any of those things to begin with.

Find some new dressing for t… https://t.co/qndqVc8xR8",TheShockmaster6,New York,12/8/20 22:39
"Hot tip - If you can't stand how strong arugula is but you like Caesar salad, I suggest eating it with Caesar dress… https://t.co/MnMLhuwyYm",kaykoharu,,12/8/20 22:39
